Unnamed: 0,verified,location,id,url,public_metrics,protected,party,username,name,created_at,description
188,True,"Malleshwaram, Bangalore, India",1225924610,https://t.co/utDzOHmUKd,"{'followers_count': 761399, 'following_count': 31, 'tweet_count': 31294, 'listed_count': 139}",False,BJP,Jaggesh2,ನವರಸನಾಯಕ ಜಗ್ಗೇಶ್,2013-02-27T19:55:57.000Z,"ಶ್ರೀಕೃಷ್ಣಂವಂದೆಜಗದ್ಗುರು|RSS/Ex-MLA/MLC/ACTOR|ರಾಯರಮಗ|ಸ್ವಾಭಿಮಾನಿ ಕನ್ನಡಿಗ|
ರಾಯರು,ಅಪ್ಪಅಮ್ಮ ನನ್ನದೇವರು|ಕನ್ನಡ ದೇವರುಗಳಿಗೆ ಈ ಗುಬ್ಬಚ್ಚಿಗೂಡು @BJP4karnataka #SPOKESPERSON"
189,True,"Rewa, India",4034543546,,"{'followers_count': 32150, 'following_count': 124, 'tweet_count': 6822, 'listed_count': 25}",False,BJP,Janardan_BJP,Janardan Mishra,2015-10-27T10:39:30.000Z,"Member Of Parliament , Rewa (M.P.)
सांसद, रीवा (म.प्र.)"
190,True,"Rajasthan, India",2989732699,https://t.co/9IdWOFOupF,"{'followers_count': 20028, 'following_count': 1072, 'tweet_count': 10437, 'listed_count': 19}",False,BJP,JaunapuriaSS,Sukhbir Jaunapuria,2015-01-19T10:46:34.000Z,"Official Twitter account of #BJP MP 2nd Term from Tonk-Sawai Madhopur, #facebook https://t.co/gO0DgvMX4A…"
191,True,"Assam, India",141610194,https://t.co/yhkAA9nPYV,"{'followers_count': 74956, 'following_count': 105, 'tweet_count': 6868, 'listed_count': 47}",False,BJP,jayanta_malla,Jayanta Mallabaruah,2010-05-08T14:43:44.000Z,"MLA, Nalbari LAC and Political Secretary to Hon'ble Chief Minister of Assam"
192,True,India,17850606,,"{'followers_count': 343670, 'following_count': 445, 'tweet_count': 28980, 'listed_count': 566}",False,BJP,jayantsinha,Jayant Sinha,2008-12-03T22:03:04.000Z,"BJP Member of Parliament - Hazaribagh. Former venture capitalist; passionate about India, technology, tennis & cricket."
193,True,Delhi,2940878702,https://t.co/tZdxq1LUHg,"{'followers_count': 145467, 'following_count': 354, 'tweet_count': 6357, 'listed_count': 68}",False,BJP,jhaprabhatbjp,Prabhat Jha,2014-12-23T14:38:49.000Z,| BJP Karyakarta |
194,True,"Vododara, India",85101713,https://t.co/3M3Kk67eCH,"{'followers_count': 15277, 'following_count': 1598, 'tweet_count': 29759, 'listed_count': 62}",False,BJP,jigar_inamdar,Dr Jigar Inamdar,2009-10-25T15:27:58.000Z,"Regional Director, ICCR, Govt. of India. Senate+Syndicate Member-MSU Baroda/Ex.G.Sec,Gujarat YouthBJP. Honoured to be followed by PM Narendrabhai Modi"
195,True,"Gujarat, India",482203628,https://t.co/DyRQ8auXOP,"{'followers_count': 472513, 'following_count': 632, 'tweet_count': 47341, 'listed_count': 214}",False,BJP,jitu_vaghani,Jitu Vaghani,2012-02-03T16:56:35.000Z,"Cabinet Minister of Education, Science & Technology - Govt. of Gujarat | MLA Bhavnagar West | Former President of @BJP4Gujarat"
196,True,New Delhi,2990611686,https://t.co/x5wqGBwMdl,"{'followers_count': 2772148, 'following_count': 220, 'tweet_count': 28123, 'listed_count': 1540}",False,BJP,JPNadda,Jagat Prakash Nadda,2015-01-20T04:22:40.000Z,राष्ट्रीय अध्यक्ष - भारतीय जनता पार्टी @bjp4india
197,True,Delhi,439154852,https://t.co/KbWcYpvKgp,"{'followers_count': 1717104, 'following_count': 2097, 'tweet_count': 30920, 'listed_count': 487}",False,BJP,KailashOnline,Kailash Vijayvargiya,2011-12-17T12:36:56.000Z,"National General Secretary of #BJP, Active Worker & a Proud Indian who continuously strives for development.   Central Observer for West Bengal."
198,True,"Uttar Pradesh, India",254937160,https://t.co/EOPjUCmKNN,"{'followers_count': 337830, 'following_count': 5, 'tweet_count': 26842, 'listed_count': 338}",False,BJP,KalrajMishra,कलराज मिश्र (Kalraj Mishra),2011-02-20T09:34:50.000Z,"राज्यपाल, राजस्थान Governor, Rajasthan"
199,True,Ferozepur,1512642913,https://t.co/K9RlebUY1b,"{'followers_count': 8516, 'following_count': 472, 'tweet_count': 1502, 'listed_count': 34}",False,BJP,kamalsharmabjp,Kamal Sharma,2013-06-13T06:58:17.000Z,"Former President,Bhartiya Janata Party,Punjab FB Page : https://t.co/U6SVhLNpEB"
200,True,"Maharashtra, India",111240477,https://t.co/pZ5JJSUj13,"{'followers_count': 30722, 'following_count': 303, 'tweet_count': 10899, 'listed_count': 48}",False,BJP,keshavupadhye,Keshav Upadhye,2010-02-04T07:20:02.000Z,"Divergent opinions are signs of a vibrant democracy. I respect different opinions, though I may not b in agreement with them. Chief Spokesperson,@BJPMaharashtra"
201,True,Muktainagar,2413574533,https://t.co/1ott8yaWjT,"{'followers_count': 48553, 'following_count': 200, 'tweet_count': 6130, 'listed_count': 43}",False,BJP,khadseraksha,Raksha Khadse,2014-03-27T03:31:54.000Z,Member of Parliament | Raver Lok Sabha Maharashtra | 2nd Term | Secretary @BJP4Maharashtra | Passionate About Women Empowerment & Child Education |
202,True,,122959195,,"{'followers_count': 1393063, 'following_count': 832, 'tweet_count': 168232, 'listed_count': 759}",False,BJP,khushsundar,KhushbuSundar or NakhatKhan,2010-03-14T13:48:45.000Z,"Proud Indian!! To Opposition troll hatchery team, keep following n keep entertaining! 👍 #NationalExecutiveCommitteeMember.@BJP4India . #BJP4INDIA #Modi4India"
203,True,"Mumbai, Maharashtra",348988523,https://t.co/YqtEoaefeV,"{'followers_count': 336190, 'following_count': 23, 'tweet_count': 5729, 'listed_count': 267}",False,BJP,KiritSomaiya,Kirit Somaiya,2011-08-05T10:23:52.000Z,"BJP Former Member of Parliament Chartered Accountant , Ph.D."
204,True,"Chandigarh, New Delhi",2395668313,https://t.co/Zqdt3sJJi8,"{'followers_count': 428386, 'following_count': 1248, 'tweet_count': 3183, 'listed_count': 331}",False,BJP,KirronKherBJP,Kirron Kher,2014-03-18T05:17:44.000Z,"Member Of Parliament, Chandigarh. Actor."
205,True,"Hyderabad, Telangana.",160509668,https://t.co/lfVXm30XsF,"{'followers_count': 307196, 'following_count': 764, 'tweet_count': 30498, 'listed_count': 421}",False,BJP,kishanreddybjp,G Kishan Reddy,2010-06-28T11:05:12.000Z,"Union Minister For Culture, Tourism And Development Of North Eastern Region (DoNER), Government of India | MP - Secunderabad"
206,True,Faridabad,2941721204,,"{'followers_count': 134755, 'following_count': 583, 'tweet_count': 15746, 'listed_count': 190}",False,BJP,KPGBJP,Krishan Pal Gurjar,2014-12-24T10:01:25.000Z,"Minister of State for Power and Heavy Industries, Government of India.

Member of Parliament- Faridabad."
207,True,"Nagpur, India",882811280599519232,https://t.co/8D9RTDQNeq,"{'followers_count': 6494, 'following_count': 149, 'tweet_count': 4453, 'listed_count': 11}",False,BJP,krishnakhopde,Krishna Khopde,2017-07-06T03:59:45.000Z,3rd Term MLA (54) East Nagpur  | Former Deputy Mayor Nagpur MC | Former City President BJP | Former Standing Committee Chairman NMC
208,True,"New Delhi, India",3236480554,https://t.co/3nsEGGH7yg,"{'followers_count': 96091, 'following_count': 1131, 'tweet_count': 36563, 'listed_count': 65}",False,BJP,kuljeetschahal,Kuljeet Singh Chahal 🇮🇳,2015-05-05T17:52:18.000Z,||Nationalist ||General Secretary @bjp4delhi ||National Council Member @bjp4India || Love Challenges In life|| #NamoAppAbhiyaan || RT Not Endorsement ||
209,True,"अयोध्या, भारत",2537171173,https://t.co/7vC7pBZ2Oy,"{'followers_count': 44665, 'following_count': 476, 'tweet_count': 24574, 'listed_count': 29}",False,BJP,LalluSinghBJP,Lallu Singh,2014-05-31T10:20:10.000Z,"Ayodhya Member of Parliament (LS) (2014,19) | 
MLA 5 Terms (Ayodhya 1991-2012)।
Member Standing Committee on Petroleum & Natural Gas | RTs≠Endorsement |"
210,True,"Mumbai, India",755306754926313472,https://t.co/8kDRZTN0il,"{'followers_count': 20014, 'following_count': 554, 'tweet_count': 6664, 'listed_count': 19}",False,BJP,LavekarBharati,Dr. Bharati Lavekar,2016-07-19T07:42:18.000Z,"MLA of Versova, Mumbai, Maharashtra | Bharatiya Janata party 
M.A., M.Phil, B.J, Ph.D. (Uniform Civil Code)"
211,True,"Meerut, India",1366219417,https://t.co/BQfuolqQvV,"{'followers_count': 35250, 'following_count': 286, 'tweet_count': 3697, 'listed_count': 65}",False,BJP,LKBajpaiBJP,Dr. Laxmikant Bajpai,2013-04-20T05:10:57.000Z,"Former State President, Bhartiya Janta Party, Uttar Pradesh. Chairperson, Joining and Screening Committee BJP Uttar Pradesh, National Executive Member, BJP."
212,True,Delhi,373410448,,"{'followers_count': 1742645, 'following_count': 405, 'tweet_count': 10666, 'listed_count': 1114}",False,BJP,M_Lekhi,Meenakashi Lekhi,2011-09-14T14:46:13.000Z,"Union Minister of State for External Affairs & Culture I Member of Parliament, New Delhi LS I Lawyer and Social Activist"
213,True,"Maharashtra, India",779170926332108800,https://t.co/YYhLLITOfs,"{'followers_count': 17053, 'following_count': 206, 'tweet_count': 5064, 'listed_count': 14}",False,BJP,Madhavbhandari_,Madhav Bhandari,2016-09-23T04:09:59.000Z,Vice President - BJP Maharashtra | Former Chief State Spokeperson- BJP Maharashtra | Director Vilasrao Salunke Adhysan (Rambhau Mhalgi Prabodhini)
214,True,India ,67854459,https://t.co/RABeug4AcO,"{'followers_count': 26816, 'following_count': 984, 'tweet_count': 12815, 'listed_count': 60}",False,BJP,Madhukeshwar,Madhukeshwar Desai,2009-08-22T09:21:15.000Z,"CEO, MCIA | National Vice President, BJP Youth Wing | Vice President MSBA | Lawyer | Tech junkie | Petrol head | Wanderlust | Nanos gigantum humeris insidentes"
215,True,"Pune,India",1667857622,https://t.co/EnX9vcRPJk,"{'followers_count': 23810, 'following_count': 948, 'tweet_count': 5094, 'listed_count': 53}",False,BJP,madhurimisal,Madhuri Misal,2013-08-13T13:47:29.000Z,Member Of Legislative Assembly For #Parvati #Pune. WHIP BJP MAHARASHTRA. RT does not constitute endorsement
216,True,"New Delhi, India",425973946,https://t.co/kJeIcy5jlB,"{'followers_count': 133918, 'following_count': 656, 'tweet_count': 39835, 'listed_count': 229}",False,BJP,MaheishGirri,Maheish Girri,2011-12-01T17:40:33.000Z,"| https://t.co/DFnYkLwABo | https://t.co/j0LnZexIhP | Ex MP East Delhi, Ex National Secretary BJP"
217,True,"New Delhi, India",2766064128,,"{'followers_count': 261819, 'following_count': 112, 'tweet_count': 11602, 'listed_count': 312}",False,BJP,Manekagandhibjp,Maneka Sanjay Gandhi,2014-08-25T11:40:24.000Z,"Member of Parliament (LS), Sultanpur. Author. Environmentalist. Animal Rights Activist. Founder & Chairperson: People for Animals. SOS: gandhim@nic.in"
218,True,Patna,1403858670,,"{'followers_count': 465889, 'following_count': 318, 'tweet_count': 15815, 'listed_count': 113}",False,BJP,mangalpandeybjp,Mangal Pandey,2013-05-05T02:16:40.000Z,"Minister of Health, Govt. Of Bihar,  Ex - State President  BJP BIHAR, MLC"
219,True,"Delhi, India",3314976162,https://t.co/yRb20MgZwk,"{'followers_count': 1589064, 'following_count': 1225, 'tweet_count': 15471, 'listed_count': 369}",False,BJP,ManojTiwariMP,Manoj Tiwari 🇮🇳,2015-08-14T12:29:04.000Z,"Actor, Singer, Music Director,Television Presenter,Politician.2nd Term Member of Parliament Delhi (North-East)& Former Delhi President of Bharatiya Janata Party"
220,True,"Gandhinagar, Delhi",432697203,https://t.co/vrNwVsmqnm,"{'followers_count': 449930, 'following_count': 718, 'tweet_count': 16734, 'listed_count': 399}",False,BJP,mansukhmandviya,Dr Mansukh Mandaviya,2011-12-09T17:41:55.000Z,"#GreenMP | Minister of Health and Family Welfare; Chemicals and Fertilizers, GoI l Doctorate in Political Science | @OfficeOf_MM |
https://t.co/kmq2nEDQKf"
221,True,"Pune, India",2689206181,https://t.co/cX8W1vgIUq,"{'followers_count': 37486, 'following_count': 94, 'tweet_count': 3385, 'listed_count': 49}",False,BJP,Medha_kulkarni,Dr. Medha Kulkarni,2014-07-29T04:53:18.000Z,"Ex-MLA, Kothrud Assembly Constituency,
3 times corporator, PMC,
National Vice President - @BJPMahilaMorcha
Principal - Sevasadan D.L.Ed. College, Pune"
222,True,Mysuru-Kodagu(Coorg) ,113568312,https://t.co/uG6vGWq8cD,"{'followers_count': 361076, 'following_count': 926, 'tweet_count': 32712, 'listed_count': 288}",False,BJP,mepratap,Pratap Simha,2010-02-12T07:18:05.000Z,Columnist | Appa | Husband | BJP Worker | Member of Parliament
223,True,Amritsar - Varanasi - Mumbai ,328561692,https://t.co/v49mNSqNkB,"{'followers_count': 91644, 'following_count': 1468, 'tweet_count': 28134, 'listed_count': 46}",False,BJP,mohitbharatiya_,Mohit Kamboj Bharatiya - मोहित कंबोज भारतीय,2011-07-03T16:22:15.000Z,Proud Father | Husband | Nationalist | Sanatani | Passionate Politician | Entrepreneur  | Law Student | Bike Rider | Warrior | Adventurer | Mahadev !
224,True,"Meerut, Uttar Pradesh",2281013472,https://t.co/Y7Z3BN7e3q,"{'followers_count': 30958, 'following_count': 233, 'tweet_count': 45293, 'listed_count': 61}",False,BJP,MP_Meerut,Rajendra Agrawal,2014-01-07T18:42:03.000Z,"⭐️Elected 3 times in a row as सांसद / M.P. of Meerut-Hapur (U.P.)  ⭐️Chairperson - Committee on Govt. Assurances ⭐️Member - Panel of Chairpersons, Lok Sabha"
225,False,"Dindori, India Mumbai Delhi",875266297365266433,https://t.co/MvacUDCCTl,"{'followers_count': 1866, 'following_count': 259, 'tweet_count': 1959, 'listed_count': 14}",False,BJP,mpharishchandra,Harishchandra Chavan,2017-06-15T08:18:41.000Z,"Former 3 Term MP - Dindori Loksabha | Member @BJP4Maharashtra | Member, Committee on Members of Parliament Local Area Development Scheme (MPLADS)"
226,True,"Mumbai, Maharashtra",1479387656,https://t.co/EPomo8Xepv,"{'followers_count': 33461, 'following_count': 287, 'tweet_count': 5766, 'listed_count': 48}",False,BJP,MPLodha,Mangal Prabhat Lodha,2013-06-03T10:27:40.000Z,"President, Bharatiya Janata Party - Mumbai @BJP4Mumbai | MLA, Malabar Hill, Mumbai."
227,True,"Jabalpur, India",2789633743,https://t.co/Rl6CU5mno0,"{'followers_count': 234363, 'following_count': 464, 'tweet_count': 24779, 'listed_count': 98}",False,BJP,MPRakeshSingh,Rakesh Singh,2014-09-04T11:12:32.000Z,"Member of Parliament for Jabalpur Constituency | Chief Whip (Lok Sabha) | Chairperson, Standing Committee on Coal and Steel"
228,True,"Gujarat, India",2890923547,https://t.co/6eYEg7dVUq,"{'followers_count': 45179, 'following_count': 172, 'tweet_count': 34820, 'listed_count': 93}",False,BJP,mpvadodara,Ranjan Bhatt (MP),2014-11-05T14:39:20.000Z,"02nd Term - Member of Parliament (MP) of Vadodara. 
Ex Deputy Mayor of Vadodara Municipal Corporation (VMC). 
1st Female President - Vadodara BJP."
229,True,"Maharashtra, India",85657578,https://t.co/2i8p2Savzz,"{'followers_count': 498509, 'following_count': 1579, 'tweet_count': 102057, 'listed_count': 699}",False,BJP,MrsGandhi,Priti Gandhi - प्रीति गांधी,2009-10-27T20:43:25.000Z,BJP Karyakarta.
230,True,"Founder: Ummah TV, UK",480457324,https://t.co/Qp53W20JwP,"{'followers_count': 21179, 'following_count': 557, 'tweet_count': 4184, 'listed_count': 30}",False,BJP,MSufiSaint,Dr Sufi M K Chishty,2012-02-01T14:32:01.000Z,"National Gen Sec BJP Minority
Chairman GMFDC
Spiritual Priest.
https://t.co/pvntPF5w6m Elect, MCA. Ph.D.
Chief Advisor World Peace Centre USA.
Hon PM @narendramodi follows me"
231,True,Surat Gujarat,409218445,https://t.co/E4A45Y3hwe,"{'followers_count': 19049, 'following_count': 1385, 'tweet_count': 11112, 'listed_count': 43}",False,BJP,mukeshpatelmla,Mukesh Patel,2011-11-10T12:44:40.000Z,"Minister of State for Agriculture, Energy and Petrochemicals. MLA from Olpad Constituency, Karyakarta @Bjp4Gujarat."
232,True,"Delhi, India",1150201302,https://t.co/dHo0pdpLzp,"{'followers_count': 39567, 'following_count': 132, 'tweet_count': 11470, 'listed_count': 210}",False,BJP,NalinSKohli,Nalin Kohli,2013-02-05T07:13:40.000Z,"Advocate, Supreme Court of India. Senior Additional Advocate General of Assam. National Spokesperson, BJP, India's ruling political party. RT not endorsement."
233,True,India,287156977,,"{'followers_count': 1269739, 'following_count': 390, 'tweet_count': 43381, 'listed_count': 936}",False,BJP,naqvimukhtar,Mukhtar Abbas Naqvi,2011-04-24T12:36:23.000Z,"Mukhtar Abbas Naqvi, Union Cabinet Minister of Minority Affairs 
(Govt. of India); Deputy Leader of Rajya Sabha (Upper House of Parliament)."
234,True,India,18839785,https://t.co/m2qxixbpwb,"{'followers_count': 76643222, 'following_count': 2430, 'tweet_count': 32191, 'listed_count': 28385}",False,BJP,narendramodi,Narendra Modi,2009-01-10T17:18:56.000Z,Prime Minister of India
235,True,Shimla,347822605,,"{'followers_count': 4360, 'following_count': 88, 'tweet_count': 2117, 'listed_count': 9}",False,BJP,NarinderBragta,Narinder Bragta,2011-08-03T12:25:17.000Z,"Chief Whip, Govt of HP | Member of Legislative Assembly | Former Horticulture, Health & Technical Education Minister, Govt of HP | BJP Worker | Apple Grower"
236,True,"Jammu, Jammu And Kashmir",1543482600,https://t.co/nRhKUvWZR6,"{'followers_count': 24305, 'following_count': 595, 'tweet_count': 3887, 'listed_count': 37}",False,BJP,NirmalSinghBJP,Dr Nirmal Singh,2013-06-24T15:22:01.000Z,"Karyakarta, @BJP4India.
Former Deputy Chief Minister, J&K.
Former Speaker, J&K Legislative Assembly. Retweet is not endorsement."
237,True,,97217966,https://t.co/RqSFoIi6d5,"{'followers_count': 10219888, 'following_count': 448, 'tweet_count': 13822, 'listed_count': 2798}",False,BJP,nitin_gadkari,Nitin Gadkari,2009-12-16T14:21:26.000Z,"Minister of Road Transport & Highways, Government of India."
238,True,"Bihar, India",3098336425,,"{'followers_count': 130423, 'following_count': 355, 'tweet_count': 16180, 'listed_count': 149}",False,BJP,nityanandraibjp,Nityanand Rai,2015-03-19T18:58:44.000Z,"Minister of State for Home Affairs, Govt. of India | Member of Parliament, Ujiyarpur (Bihar)."
239,True,patna,1722409230,https://t.co/IlDutTHgtR,"{'followers_count': 268217, 'following_count': 288, 'tweet_count': 36445, 'listed_count': 95}",False,BJP,nkishoreyadav,Nand Kishore Yadav,2013-09-02T14:04:55.000Z,"Official page of Ex Minister RCD (GOVT of Bihar), Ex President- Bjp Bihar and Ex Leader of Opposition- Bihar Vidhan sabha and MLA- Patna Sahib."
240,True,New Delhi,2907867037,https://t.co/k02ym80oM2,"{'followers_count': 10233, 'following_count': 108, 'tweet_count': 5767, 'listed_count': 13}",False,BJP,npanchariyabjp,Narayan Lal Panchariya,2014-11-23T06:50:23.000Z,Official Twitter account of Narayan Lal Panchariya (Former Member of Parliament & Chief Whip Of Bhartiya Janta Party in Rajya Sabha.)
241,True,India,1357567292,https://t.co/cjXqo5t9hJ,"{'followers_count': 382561, 'following_count': 1133, 'tweet_count': 15515, 'listed_count': 428}",False,BJP,NupurSharmaBJP,Nupur Sharma,2013-04-16T18:27:44.000Z,Bharatiya | National Spokesperson @BJP4India | Lawyer | @LSEnews LL.M.| Ex-@ABVPVoice. Tweets Personal. RTs Not Necessarily Endorsements
242,True,India,774949777951690752,https://t.co/yx92BCPxvj,"{'followers_count': 466906, 'following_count': 102, 'tweet_count': 9396, 'listed_count': 187}",False,BJP,OmMathur_bjp,Om Prakash (Om ji ) Mathur,2016-09-11T12:36:39.000Z,Patriot 🇮🇳| Rajya Sabha M.P. from Rajasthan| Aspiration-India restored as ‘Vishwa Guru’
243,True,"New Delhi, India",1948925953,https://t.co/kc5PjTTdww,"{'followers_count': 6886, 'following_count': 309, 'tweet_count': 6860, 'listed_count': 21}",False,BJP,OPSharmaBJP,Om Prakash Sharma,2013-10-09T08:41:15.000Z,"MLA DELHI VIDHANSABHA
VISWAS NAGAR
Miss call no. 8468959595
https://t.co/HP82yvgsxo"
244,True,"New Delhi, India",477500631,https://t.co/BQtZF4shjf,"{'followers_count': 217628, 'following_count': 116, 'tweet_count': 24755, 'listed_count': 130}",False,BJP,p_sahibsingh,Parvesh Sahib Singh,2012-01-29T07:53:56.000Z,"SWAMSEWAK , BJP WORKER, Member of Parliament: West Delhi , Ex-MLA - Mehrauli Constituency , Former General Secretary-Delhi BJP, RTs are not endorsements."
245,True,"Nadiad, Gujarat (India)",481336457,https://t.co/972G5gtY8L,"{'followers_count': 72747, 'following_count': 341, 'tweet_count': 15649, 'listed_count': 52}",False,BJP,Pankajbhaidesai,Pankajkumar Desai,2012-02-02T16:28:09.000Z,"Chief Whip of Gujarat and M.L.A. - Nadiad Constituency, Gujarat Vidhansabha, Gandhinagar. BJP Karyakarta by Heart. Tweets are personal."
246,True,India,2251647198,https://t.co/DqWyxUjmJy,"{'followers_count': 635684, 'following_count': 323, 'tweet_count': 10821, 'listed_count': 216}",False,BJP,PankajSinghBJP,Pankaj Singh,2013-12-18T08:24:12.000Z,"Vice President, BJP, Uttar Pradesh MLA - Noida. President Fencing Association of India. https://t.co/eBayWPS7tH"
247,True,,2332283713,,"{'followers_count': 8656, 'following_count': 636, 'tweet_count': 9498, 'listed_count': 30}",False,BJP,parag_alavani,parag alavani,2014-02-07T19:00:53.000Z,"BJP MLA, Vile Parle Assembly,
Mumbai,Maharashtra.

Chief Organiser,Parle Mahotsav"
248,True,"Nagpur, India Mumbai",900946980053991425,https://t.co/ffQta44KNI,"{'followers_count': 7771, 'following_count': 149, 'tweet_count': 6403, 'listed_count': 0}",False,BJP,Parinayfuke,Dr Parinay Fuke,2017-08-25T05:04:33.000Z,MLC - Bhandara & Gondia
249,True,"हिमाचल प्रदेश, भारत",2398991408,https://t.co/iNzZnovhuy,"{'followers_count': 37974, 'following_count': 148, 'tweet_count': 9797, 'listed_count': 21}",False,BJP,PavanRanaRSS,Pavan Rana,2014-03-20T04:16:23.000Z,General Sectt. (Organisation) of BJP Himachal Pradesh. Tweets are personal. RT not Endorsment.
250,True,Bengaluru,2166444230,https://t.co/3TyXsAiMmw,"{'followers_count': 91261, 'following_count': 1456, 'tweet_count': 14824, 'listed_count': 122}",False,BJP,PCMohanMP,P C Mohan,2013-10-31T10:59:37.000Z,3rd Term BJP Lok Sabha MP-Bengaluru Central | Member of Parliamentary Committees on External Affairs & Urban Development | 2-Time MLA |
251,True,"Itanagar, India",755271973278711808,https://t.co/fSyVWNBah7,"{'followers_count': 238983, 'following_count': 551, 'tweet_count': 14695, 'listed_count': 276}",False,BJP,PemaKhanduBJP,Pema Khandu པདྨ་མཁའ་འགྲོ་།,2016-07-19T05:24:05.000Z,"Chief Minister of Arunachal Pradesh, Alumnus of #HinduCollege"
252,True,,19438384,https://t.co/Qpnr9efpPp,"{'followers_count': 222468, 'following_count': 201, 'tweet_count': 13710, 'listed_count': 270}",False,BJP,PMuralidharRao,P Muralidhar Rao,2009-01-24T09:17:15.000Z,"BJP4India, BJP National GS (2013-2020), National Convenor @SwadeshiManch (1993-2008), Student leader(AP, Telangana,  Rajasthan, J&K), Empowering India."
253,True,New Delhi/Kanniyakumari,861656581,https://t.co/jelrc7D1ch,"{'followers_count': 299817, 'following_count': 556, 'tweet_count': 15046, 'listed_count': 267}",False,BJP,PonnaarrBJP,Pon Radhakrishnan,2012-10-04T16:19:03.000Z,"Ex.Union Minister of State for Finance and Shipping, Government of India. Ex.Member of Parliament from Kanniyakumari Lok Sabha Constituency."
254,True,Ahmedabad,431469382,https://t.co/fWLwU0ejoS,"{'followers_count': 376284, 'following_count': 2577, 'tweet_count': 20545, 'listed_count': 229}",False,BJP,pradipsinhbjp,Pradipsinh Vaghela,2011-12-08T09:30:48.000Z,"General Secretary, BJP Gujarat ।  Ex-President of BJYM, Gujarat । Former-Senate member (Guj Uni.)"
255,True,"New Delhi, India",2955876798,https://t.co/KZwxpNIBpy,"{'followers_count': 8129, 'following_count': 149, 'tweet_count': 4722, 'listed_count': 17}",False,BJP,PratyushKanth,Pratyush Kanth प्रत्यूष कंठ 🇮🇳,2015-01-02T10:29:42.000Z,"Delhi BJP In-charge of Media, Social Media & IT Cell. Former City Editor of The Times of India"
256,False,Surat-Delhi,296879864,https://t.co/el5oZKTPmp,"{'followers_count': 11083, 'following_count': 243, 'tweet_count': 32535, 'listed_count': 49}",False,BJP,pvssarma,PVS Sarma,2011-05-11T15:10:21.000Z,Responsible Citizen. Tweets personal. RTs not endorsement.
257,True,India,2213932272,https://t.co/87IIKRdXed,"{'followers_count': 423770, 'following_count': 263, 'tweet_count': 24031, 'listed_count': 467}",False,BJP,RadhamohanBJP,Radha Mohan Singh,2013-11-25T11:29:45.000Z,"National V.P, #BJP,  M.P, Lok Sabha, Purvi Champaran. Chairperson, Standing Committee On Railways. Prabhari @BJP4UP, Former Union Minister of Agriculture, GoI."
258,True,New delhi,2549576851,https://t.co/YHaIp86AxP,"{'followers_count': 53729, 'following_count': 486, 'tweet_count': 5046, 'listed_count': 56}",False,BJP,RahulKaswanMP,Rahul Kaswan,2014-06-06T08:40:17.000Z,Member of Parliament (Lok Sabha) from Churu Parliament Constituency Rajasthan BJP (Second Term)
259,True,"Bhopal, India",252111450,https://t.co/DToFZIvavp,"{'followers_count': 110149, 'following_count': 1927, 'tweet_count': 25273, 'listed_count': 42}",False,BJP,RahulKothariBJP,Rahul Kothari Bjp,2011-02-14T14:29:12.000Z,"प्रदेश मंत्री,भाजपा मध्यप्रदेश।पूर्व राष्ट्रीय मंत्री,महामंत्री,उपाध्यक्ष भाजयुमो।अध्यक्ष सरोकार।'देश से प्यार,भोपाल से मोहब्बत'"
260,True,পশ্চিমবঙ্গ,3309660205,https://t.co/tGixawcPyw,"{'followers_count': 86608, 'following_count': 1265, 'tweet_count': 7076, 'listed_count': 76}",False,BJP,RahulSinhaBJP,Rahul Sinha ● রাহুল সিনহা,2015-08-08T11:56:00.000Z,Ex-National Secretary of Bharatiya Janata Party. President of West Bengal BJP (2009 - 2015)
261,False,"New Delhi, India",1414471865821659136,,"{'followers_count': 84, 'following_count': 0, 'tweet_count': 1, 'listed_count': 2}",False,BJP,Rajeev_mp,Rajeev,2021-07-12T06:29:22.000Z,
262,True,"Nahan, India",242203794,https://t.co/z9STABV3oD,"{'followers_count': 11941, 'following_count': 22, 'tweet_count': 4066, 'listed_count': 19}",False,BJP,rajeevbindal,Dr. Rajeev Bindal,2011-01-24T05:54:25.000Z,"MLA - Nahan, 
ex-Speaker H.P. Vidhansabha https://t.co/XU4m8jEIJl

https://t.co/eCX42QzHsD"
263,False,"New Delhi, India",768633485175119872,https://t.co/rXgEXpoxk3,"{'followers_count': 11500, 'following_count': 110, 'tweet_count': 3596, 'listed_count': 34}",False,BJP,rajengohainbjp,Rajen Gohain,2016-08-25T02:17:58.000Z,"Ex Minister of State for Railways, India; Four times M.P. (Lok Sabha); Ex-Chairman, Parliamentary Committee for OBC Welfare; Ex-State President, BJP, Assam"
264,True,"Junagadh,Gujarat,India",748169877089726464,https://t.co/ynBLTDC5Og,"{'followers_count': 28627, 'following_count': 674, 'tweet_count': 30494, 'listed_count': 54}",False,BJP,rajeshchudasma,Rajesh Chudasama,2016-06-29T15:02:53.000Z,2nd Term Member Of Parliament(LS) Junagadh/GirSomnath-Gujarat. Ex-MLA Mangrol/Maliya-Gujarat. Member Of Parliamentary Committee Of #BJPGujarat
